StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
North Dakota:Virginia,North Dakota,Virginia,846515.079999999,2887,293.21616903359853
West Virginia:North Dakota,West Virginia,North Dakota,26743.180000000004,76,351.8839473684211
Nebraska:Nebraska,Nebraska,Nebraska,6673.89,23,290.16913043478263
New Mexico:Connecticut,New Mexico,Connecticut,267687.1700000001,1019,262.6959470068696
New York:Wyoming,New York,Wyoming,891548.02,2318,384.6195081967213
U.S. Virgin Islands:Montana,U.S. Virgin Islands,Montana,35040.87,63,556.2042857142858
Maryland:Massachusetts,Maryland,Massachusetts,1014240.9300000002,6381,158.94701927597558
Louisiana:Vermont,Louisiana,Vermont,149343.17000000004,584,255.72460616438363
New Jersey:Montana,New Jersey,Montana,600502.5300000004,1670,359.5823532934134
Kentucky:Nebraska,Kentucky,Nebraska,479682.47999999975,1694,283.1655726092088
New Jersey:Michigan,New Jersey,Michigan,3634002.0699999994,12746,285.1092162246979
Wisconsin:New Mexico,Wisconsin,New Mexico,404084.30000000034,1571,257.2147040101848
Indiana:Wisconsin,Indiana,Wisconsin,519653.14999999985,1980,262.45108585858577
U.S. Pacific Trust Territories and Possessions:Montana,U.S. Pacific Trust Territories and Possessions,Montana,5278.46,4,1319.615
Nevada:Florida,Nevada,Florida,12560604.979999997,47494,264.4671954352128
Montana:Nevada,Montana,Nevada,947611.9000000003,5173,183.18420645660163
Kentucky:Washington,Kentucky,Washington,2135632.7299999995,6656,320.8582827524038
North Carolina:California,North Carolina,California,24321121.710000172,74334,327.18704374848886
Louisiana:Montana,Louisiana,Montana,455434.5,1349,337.60896960711636
North Carolina:New York,North Carolina,New York,15474471.089999964,72294,214.04917545024435
Texas:Kansas,Texas,Kansas,1845905.3199999994,8275,223.07012930513588
South Dakota:Indiana,South Dakota,Indiana,256368.16,881,290.99677639046536
South Carolina:Virginia,South Carolina,Virginia,2810210.2199999965,14807,189.78930370770559
New York:Mississippi,New York,Mississippi,823664.7299999999,3057,269.4356329735034
Connecticut:Arkansas,Connecticut,Arkansas,194626.8499999999,683,284.95878477305985
Tennessee:U.S. Virgin Islands,Tennessee,U.S. Virgin Islands,351881.0700000002,951,370.0116403785491
Oregon:Puerto Rico,Oregon,Puerto Rico,251571.2499999999,748,336.32520053475923
Maine:Kentucky,Maine,Kentucky,331403.12999999983,1227,270.09220048899743
Louisiana:Wisconsin,Louisiana,Wisconsin,1087005.509999999,4469,243.2323808458266
Louisiana:Maryland,Louisiana,Maryland,1331296.4799999997,5875,226.60365617021273
South Dakota:Maine,South Dakota,Maine,40337.81000000002,114,353.8404385964914
California:Massachusetts,California,Massachusetts,29863490.45000002,88160,338.741951565336
Wyoming:South Carolina,Wyoming,South Carolina,103987.46999999999,255,407.7939999999999
Pennsylvania:Connecticut,Pennsylvania,Connecticut,730742.0100000006,2882,253.55378556557966
Arizona:Rhode Island,Arizona,Rhode Island,697916.8599999994,2514,277.6121161495622
Nevada:Hawaii,Nevada,Hawaii,5706811.430000014,15192,375.64582872564597
Idaho:Arizona,Idaho,Arizona,1046249.4400000012,5205,201.00853794428457
Hawaii:Kansas,Hawaii,Kansas,344755.04000000004,605,569.8430413223141
Indiana:Minnesota,Indiana,Minnesota,1927827.830000001,6581,292.9384333687891
Mississippi:Ohio,Mississippi,Ohio,404557.9199999999,1482,272.9810526315789
California:Oregon,California,Oregon,15752979.90000006,87398,180.24416920295727
Pennsylvania:Tennessee,Pennsylvania,Tennessee,4807243.970000009,20627,233.05589615552475
U.S. Pacific Trust Territories and Possessions:Maryland,U.S. Pacific Trust Territories and Possessions,Maryland,51532.049999999996,43,1198.4197674418604
Georgia:Tennessee,Georgia,Tennessee,2321797.489999999,7972,291.24404039136965
Arkansas:Colorado,Arkansas,Colorado,1051430.5600000012,3972,264.710614300101
Nevada:Arkansas,Nevada,Arkansas,918918.7500000006,3607,254.75984197393973
Alaska:Georgia,Alaska,Georgia,1064190.82,2586,411.52003866976025
U.S. Pacific Trust Territories and Possessions:Tennessee,U.S. Pacific Trust Territories and Possessions,Tennessee,40750.31,34,1198.5385294117646
Maryland:New York,Maryland,New York,1138198.9799999993,6637,171.49299080910038
Puerto Rico:Oregon,Puerto Rico,Oregon,264815.2800000001,761,347.98328515111706
New Hampshire:New York,New Hampshire,New York,277483.73999999993,1033,268.619303000968
Utah:Oklahoma,Utah,Oklahoma,725510.12,2813,257.91330252399575
Nevada:North Dakota,Nevada,North Dakota,741066.95,3118,237.67381334188582
Utah:Connecticut,Utah,Connecticut,543998.43,1815,299.72365289256203
Idaho:Hawaii,Idaho,Hawaii,1016555.0500000004,2856,355.9366421568629
Puerto Rico:Arizona,Puerto Rico,Arizona,690271.6499999987,2157,320.0146731571621
Idaho:Missouri,Idaho,Missouri,671926.1699999989,2450,274.2555795918363
Wisconsin:Idaho,Wisconsin,Idaho,410275.7299999999,1271,322.79758457907155
Connecticut:Colorado,Connecticut,Colorado,1455806.1499999985,5714,254.77881519075927
Kentucky:Texas,Kentucky,Texas,7436383.360000003,25827,287.9305904673405
Louisiana:Tennessee,Louisiana,Tennessee,1488881.26,6208,239.83267719072165
Kentucky:U.S. Virgin Islands,Kentucky,U.S. Virgin Islands,262740.82000000024,706,372.15413597733743
Maryland:Wisconsin,Maryland,Wisconsin,856391.4100000005,3848,222.55494022869036
Ohio:Utah,Ohio,Utah,1452846.4499999993,5117,283.9254348250927
Ohio:New Mexico,Ohio,New Mexico,653327.7800000004,2444,267.31905891980375
Florida:Utah,Florida,Utah,5914424.970000013,21882,270.28722100356515
Illinois:Oregon,Illinois,Oregon,4007639.639999993,14109,284.04845417818365
Ohio:Colorado,Ohio,Colorado,3957565.730000006,15999,247.36331833239615
Arizona:Idaho,Arizona,Idaho,1109987.859999999,5320,208.64433458646596
Arkansas:North Carolina,Arkansas,North Carolina,1430378.94,5249,272.5050371499333
Colorado:Wyoming,Colorado,Wyoming,491934.4900000002,1620,303.6632654320989
Louisiana:Kentucky,Louisiana,Kentucky,1236438.5000000012,4564,270.9111524978092
Rhode Island:Georgia,Rhode Island,Georgia,1039115.8699999996,4069,255.37376996805102
Georgia:Ohio,Georgia,Ohio,4400712.120000002,22742,193.50594142995348
Hawaii:Louisiana,Hawaii,Louisiana,1126040.9700000016,2136,527.1727387640457
Michigan:Washington,Michigan,Washington,3514830.9700000086,11523,305.02742081055356
Pennsylvania:Ohio,Pennsylvania,Ohio,2860244.7900000047,10708,267.11288662682153
Florida:Pennsylvania,Florida,Pennsylvania,23538101.730000105,115681,203.4742242027654
Arizona:Kansas,Arizona,Kansas,486870.73000000016,2045,238.07859657701718
Arizona:West Virginia,Arizona,West Virginia,179660.69000000003,568,316.3040316901409
Pennsylvania:Arizona,Pennsylvania,Arizona,5735482.640000004,20098,285.3757906259331
Rhode Island:Montana,Rhode Island,Montana,43490.100000000006,111,391.80270270270273
Oregon:Missouri,Oregon,Missouri,2223585.1000000057,9061,245.40173270058554
New Hampshire:Nebraska,New Hampshire,Nebraska,102964.09999999999,359,286.80807799442897
Minnesota:Idaho,Minnesota,Idaho,767425.2900000009,2410,318.43373029045677
Michigan:Arizona,Michigan,Arizona,4554084.899999978,16399,277.7050368924921
U.S. Pacific Trust Territories and Possessions:Kentucky,U.S. Pacific Trust Territories and Possessions,Kentucky,27584.58,24,1149.3575
Kansas:Rhode Island,Kansas,Rhode Island,46518.06999999999,144,323.04215277777774
New Hampshire:South Carolina,New Hampshire,South Carolina,295110.94000000047,1389,212.46287976961878
Washington:Nebraska,Washington,Nebraska,1016795.0800000008,4361,233.1564044943822
Arizona:Wyoming,Arizona,Wyoming,358525.3699999999,1340,267.55624626865665
New Jersey:Alaska,New Jersey,Alaska,519145.57000000007,1227,423.1015240423798
Massachusetts:U.S. Virgin Islands,Massachusetts,U.S. Virgin Islands,1127706.7599999998,3908,288.5636540429887
Connecticut:Idaho,Connecticut,Idaho,119544.07000000004,382,312.9425916230367
Vermont:Colorado,Vermont,Colorado,532407.5100000004,1800,295.7819500000002
Pennsylvania:Alabama,Pennsylvania,Alabama,1959924.4499999986,7226,271.2322792693051
Indiana:Arizona,Indiana,Arizona,2186193.110000007,8317,262.8583756162086
Wisconsin:New York,Wisconsin,New York,4166832.7100000065,17303,240.81562214644896
Kentucky:Arkansas,Kentucky,Arkansas,510928.3699999998,1685,303.22158456973284
California:Florida,California,Florida,59545662.329999916,195961,303.86486254918026
Georgia:Alabama,Georgia,Alabama,709367.469999999,2625,270.2352266666663
Colorado:Puerto Rico,Colorado,Puerto Rico,878115.2399999995,2950,297.6661830508473
Rhode Island:Tennessee,Rhode Island,Tennessee,628663.5700000001,2461,255.45045509955307
South Carolina:Utah,South Carolina,Utah,761246.4600000008,2385,319.1809056603777
Alaska:Florida,Alaska,Florida,2235397.93,5893,379.33105888342106
South Dakota:Nebraska,South Dakota,Nebraska,73190.95,188,389.3135638297872
Tennessee:Pennsylvania,Tennessee,Pennsylvania,4797233.839999997,20697,231.78401893994285
Arizona:Mississippi,Arizona,Mississippi,366909.95999999996,1299,282.45570438799075
Kansas:Iowa,Kansas,Iowa,40972.74,143,286.52265734265734
New Hampshire:Pennsylvania,New Hampshire,Pennsylvania,653384.3300000003,3055,213.87375777414084
New York:Kansas,New York,Kansas,632932.0799999995,2299,275.3075598086122
Arizona:New Jersey,Arizona,New Jersey,4107174.409999999,13738,298.96450793419706
South Dakota:Connecticut,South Dakota,Connecticut,104560.48999999999,326,320.73769938650304
North Dakota:Ohio,North Dakota,Ohio,399641.0400000001,1350,296.03040000000004
North Carolina:Nevada,North Carolina,Nevada,4847994.959999997,17120,283.1772757009344
California:Maryland,California,Maryland,12734331.840000093,46479,273.98033176273356
Vermont:Arkansas,Vermont,Arkansas,46048.530000000006,127,362.58685039370084
Montana:Wisconsin,Montana,Wisconsin,542696.7799999997,1847,293.8260855441254
Kansas:Florida,Kansas,Florida,1568574.2199999988,6464,242.66309096534636
Louisiana:New York,Louisiana,New York,6463693.1900000125,27227,237.40012450876014
Arkansas:Kentucky,Arkansas,Kentucky,495242.57999999996,1642,301.60936662606576
South Dakota:Missouri,South Dakota,Missouri,304254.64,1025,296.83379512195125
Arkansas:Minnesota,Arkansas,Minnesota,683079.9399999991,2211,308.9461510628671
Kansas:Missouri,Kansas,Missouri,112469.26000000004,530,212.2061509433963
New Jersey:Kansas,New Jersey,Kansas,207535.43000000002,737,281.59488466757125
Puerto Rico:Arkansas,Puerto Rico,Arkansas,189316.27999999988,572,330.9725174825173
Illinois:Wisconsin,Illinois,Wisconsin,823929.8099999995,2573,320.22145744267374
Iowa:Nebraska,Iowa,Nebraska,4002.36,12,333.53000000000003
Arizona:Ohio,Arizona,Ohio,4023170.8300000015,16117,249.62281007631702
Montana:Massachusetts,Montana,Massachusetts,956091.5100000008,2864,333.830834497207
Nebraska:Rhode Island,Nebraska,Rhode Island,126869.85,448,283.1916294642857
West Virginia:California,West Virginia,California,679743.3100000004,1786,380.5953583426654
Kentucky:Virginia,Kentucky,Virginia,3027459.5500000054,13403,225.8792471834668
Texas:California,Texas,California,68502725.99999955,264201,259.28261437314603
Indiana:U.S. Pacific Trust Territories and Possessions,Indiana,U.S. Pacific Trust Territories and Possessions,9788.67,9,1087.63
Rhode Island:North Carolina,Rhode Island,North Carolina,1207597.6299999992,5698,211.93359599859585
New York:Nevada,New York,Nevada,10679942.079999974,35642,299.6448594354967
New Mexico:U.S. Virgin Islands,New Mexico,U.S. Virgin Islands,51728.020000000004,133,388.93248120300757
Mississippi:Michigan,Mississippi,Michigan,558268.8799999999,1795,311.0133036211699
Nevada:Missouri,Nevada,Missouri,2955899.5999999996,12844,230.13855496729988
Arizona:Puerto Rico,Arizona,Puerto Rico,656957.250000001,2086,314.9363614573351
South Carolina:Arizona,South Carolina,Arizona,1498161.1300000006,5054,296.430773644638
Rhode Island:New Mexico,Rhode Island,New Mexico,135733.46999999994,538,252.29269516728613
Missouri:Texas,Missouri,Texas,10811338.450000046,51056,211.75451367126382
Hawaii:South Carolina,Hawaii,South Carolina,852519.7400000002,1517,561.9774159525381
Rhode Island:South Carolina,Rhode Island,South Carolina,457321.26000000024,2054,222.6491041869524
West Virginia:Nebraska,West Virginia,Nebraska,35776.53999999999,119,300.64319327731084
Ohio:Wyoming,Ohio,Wyoming,223529.2999999999,679,329.20368188512504
Oklahoma:Florida,Oklahoma,Florida,4879865.609999991,19872,245.56489583333288
South Dakota:Oregon,South Dakota,Oregon,361925.4,1170,309.33794871794873
North Dakota:Nevada,North Dakota,Nevada,717748.7100000002,3069,233.87054740957973
Ohio:Florida,Ohio,Florida,14227577.090000024,75521,188.3923291534808
Michigan:Oklahoma,Michigan,Oklahoma,1071992.8799999992,4026,266.26748137108774
Oklahoma:Ohio,Oklahoma,Ohio,1237382.010000001,4553,271.7728991873492
U.S. Virgin Islands:Alabama,U.S. Virgin Islands,Alabama,106898.33999999998,294,363.5997959183673
South Carolina:U.S. Pacific Trust Territories and Possessions,South Carolina,U.S. Pacific Trust Territories and Possessions,22630.510000000002,18,1257.2505555555556
Wisconsin:Florida,Wisconsin,Florida,8173848.280000002,37070,220.49766064202865
Hawaii:Nebraska,Hawaii,Nebraska,1023038.96,2013,508.21607550919026
Utah:Missouri,Utah,Missouri,1883593.439999995,7239,260.2007791131365
New York:Nebraska,New York,Nebraska,1404803.5699999994,5340,263.07182958801485
Virginia:Tennessee,Virginia,Tennessee,5379189.359999976,22859,235.32041471630325
Missouri:Colorado,Missouri,Colorado,3796488.1999999955,17996,210.9628917537228
Washington:Colorado,Washington,Colorado,4254319.81,19787,215.0058022944357
Washington:Connecticut,Washington,Connecticut,970567.5000000007,2904,334.2174586776862
Virginia:New York,Virginia,New York,9357073.890000002,40108,233.29694549715774
New Mexico:Idaho,New Mexico,Idaho,251491.93,929,270.71251883745964
Missouri:Kentucky,Missouri,Kentucky,1289031.4500000007,4909,262.5853432470973
Hawaii:Vermont,Hawaii,Vermont,141568.44,255,555.1703529411765
Oregon:Virginia,Oregon,Virginia,3866623.250000008,12382,312.277762073979
Hawaii:Arkansas,Hawaii,Arkansas,606938.7899999995,1051,577.4869552806846
Idaho:California,Idaho,California,4889339.130000019,23700,206.30122911392488
New Mexico:Kentucky,New Mexico,Kentucky,397964.19999999943,1360,292.62073529411725
Alabama:Minnesota,Alabama,Minnesota,788110.1599999999,2560,307.85553124999996
New Jersey:Texas,New Jersey,Texas,14340711.850000015,48403,296.2773350825365
Alaska:Wisconsin,Alaska,Wisconsin,424345.28999999986,1146,370.28384816753913
Minnesota:Mississippi,Minnesota,Mississippi,286365.54,959,298.608488008342
Rhode Island:Hawaii,Rhode Island,Hawaii,284775.06999999966,532,535.2914849624053
South Carolina:Michigan,South Carolina,Michigan,2367715.459999999,9978,237.29359190218472
Iowa:Idaho,Iowa,Idaho,170480.90000000002,557,306.06983842010777
Puerto Rico:California,Puerto Rico,California,3990810.1400000025,11411,349.7336026640963
Wyoming:Connecticut,Wyoming,Connecticut,109812.77999999993,299,367.2668227424747
Tennessee:Arkansas,Tennessee,Arkansas,561039.9000000003,1903,294.8186547556491
Nevada:Alaska,Nevada,Alaska,1485536.2899999989,5379,276.17332031976184
New York:Oregon,New York,Oregon,4559877.929999985,13879,328.5451350961874
Wyoming:California,Wyoming,California,1744033.4400000002,5534,315.1487965305385
Alaska:Idaho,Alaska,Idaho,717218.2800000005,2481,289.0843530834343
Michigan:Utah,Michigan,Utah,1827894.0999999968,5797,315.3172503018797
Tennessee:Kansas,Tennessee,Kansas,320945.03999999986,1252,256.3458785942491
U.S. Virgin Islands:Georgia,U.S. Virgin Islands,Georgia,748293.2600000007,2161,346.27175381767734
New Jersey:South Dakota,New Jersey,South Dakota,185986.33999999997,527,352.9152561669829
South Dakota:Wisconsin,South Dakota,Wisconsin,243254.59,752,323.4768484042553
Oklahoma:Alaska,Oklahoma,Alaska,479685.99999999994,1186,404.4569983136593
North Carolina:Maryland,North Carolina,Maryland,1560923.6200000027,8396,185.91277036684167
New Jersey:Wisconsin,New Jersey,Wisconsin,1460484.9799999995,5611,260.2896061308144
Texas:South Carolina,Texas,South Carolina,6194765.190000003,25337,244.49481746063083
Wyoming:Indiana,Wyoming,Indiana,137704.35000000006,398,345.9908291457288
Washington:Illinois,Washington,Illinois,5829879.6000000145,20563,283.5130866118764
Montana:Tennessee,Montana,Tennessee,759794.6300000001,2244,338.58940730837793
New Hampshire:Arizona,New Hampshire,Arizona,506141.9799999997,1851,273.4424527282548
Massachusetts:Puerto Rico,Massachusetts,Puerto Rico,1775398.9899999995,6450,275.255657364341
Nebraska:Alaska,Nebraska,Alaska,252790.27000000008,709,356.54480959097333
New York:South Dakota,New York,South Dakota,666311.6799999998,1787,372.86607722439834
Arkansas:U.S. Pacific Trust Territories and Possessions,Arkansas,U.S. Pacific Trust Territories and Possessions,12798.619999999999,10,1279.8619999999999
Florida:Kansas,Florida,Kansas,1611043.6100000015,6629,243.02965907376702
Arizona:New York,Arizona,New York,8448152.359999994,29501,286.3683387003828
Alaska:Texas,Alaska,Texas,3539396.1300000004,8428,419.9568260560038
Michigan:West Virginia,Michigan,West Virginia,53181.810000000005,160,332.38631250000003
U.S. Pacific Trust Territories and Possessions:Arkansas,U.S. Pacific Trust Territories and Possessions,Arkansas,12764.380000000001,10,1276.438
South Dakota:Tennessee,South Dakota,Tennessee,388376.15000000014,1282,302.9455148205929
Idaho:U.S. Virgin Islands,Idaho,U.S. Virgin Islands,19602.350000000002,42,466.7226190476191
Texas:Wyoming,Texas,Wyoming,1549658.4099999997,4552,340.434624340949
Kentucky:Missouri,Kentucky,Missouri,1273224.3399999985,4879,260.9601024800161
Arkansas:Washington,Arkansas,Washington,859221.5100000009,2608,329.4561004601231
Idaho:Minnesota,Idaho,Minnesota,748333.7699999997,2351,318.3044534240747
